text,tags,entities
"Whitney, the highest summit in the contiguous United States, is located in California.",B-MOUNTAIN O O O O O O O O O O O O,Whitney
"Mount McKinley, also known as Denali, was renamed to its original Alaska Native name in 2015. || Denali (original name: Mount McKinley)",O O O O O B-MOUNTAIN O O O O O O O O O O O O O O O O,Denali
The breathtaking views from Aoraki/Mt. Cook never fail to impress me.,O O O O B-MOUNTAIN I-MOUNTAIN O O O O O,Aoraki/Mt. Cook
"Matterhorn, with its iconic peak and sharp ridges, is a famous mountain in Switzerland.",B-MOUNTAIN O O O O O O O O O O O O O,Matterhorn
"Mount Fuji, Japan's highest mountain, is an active stratovolcano.",B-MOUNTAIN I-MOUNTAIN O O O O O O O,Mount Fuji
"The Andes, the world's longest mountain range, extend through seven countries in South America.",O B-MOUNTAIN O O O O O O O O O O O O,Andes
"Mont Blanc, standing at 15,780 feet, is the highest peak in Western Europe.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Mont Blanc
"Mount Whitney, located in California, is the highest summit in the contiguous United States.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Mount Whitney
"The tallest mountain in Africa, Kilimanjaro, offers hikers a variety of trails to its summit.",O O O O O B-MOUNTAIN O O O O O O O O O,Kilimanjaro
"Mount Olympus, known as the home of the Greek gods, is located in Greece.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Mount Olympus
"Mount Vesuvius, famous for its eruption that destroyed Pompeii, is an active volcano in Italy.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Mount Vesuvius
"The highest mountain in Antarctica, Vinson Massif, lies near the edge of the Ronne Ice Shelf.",O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Vinson Massif
"The Matterhorn, a famous peak with a distinctive triangular summit, is located in Switzerland.",O B-MOUNTAIN O O O O O O O O O O O O,Matterhorn
Aoraki/Mount Cook is New Zealand's highest mountain.,B-MOUNTAIN I-MOUNTAIN O O O O O,Aoraki/Mount Cook
"Fuji, Japan's tallest mountain, is an active stratovolcano.",B-MOUNTAIN O O O O O O O,Fuji
"The Andes, the world's longest mountain range, stretch along western South America.",O B-MOUNTAIN O O O O O O O O O O,Andes
"Mont Blanc, located on the border of France and Italy, is the highest peak in Western Europe.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O,Mont Blanc
"Elbrus, a dormant volcano, is Europe's highest mountain.",B-MOUNTAIN O O O O O O O,Elbrus
"Mount Ararat, significant in biblical history, is located in Eastern Turkey.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Mount Ararat
"Vesuvius, famous for its eruption that destroyed Pompeii, is located near Naples, Italy.",B-MOUNTAIN O O O O O O O O O O O O,Vesuvius
"Mount McKinley, also known as Denali, is North America's highest peak. || Mount McKinley (Denali)",O O O O O B-MOUNTAIN O O O O O O O O O,Denali
Mount Kilimanjaro is Tanzania's highest peak and the tallest free-standing mountain in the world. || Mount Kilimanjaro (second mention),O B-MOUNTAIN O O O O O O O O O O O O O O O O O,Kilimanjaro
"The Matterhorn, with its iconic peak, is located in the Swiss Alps.",O B-MOUNTAIN O O O O O O O O O O,Matterhorn
Aoraki/Mount Cook is the highest mountain in New Zealand.,B-MOUNTAIN I-MOUNTAIN O O O O O O O,Aoraki/Mount Cook
"Mount Fuji, an active stratovolcano, is Japan's tallest mountain.",B-MOUNTAIN I-MOUNTAIN O O O O O O O,Mount Fuji
"In the Atlas range of Africa, Mount Toubkal is the highest peak.",O O O O O O B-MOUNTAIN I-MOUNTAIN O O O O,Mount Toubkal
The snow-capped Elbrus straddles Europe and Asia as the tallest peak in Russia.,O O B-MOUNTAIN O O O O O O O O O O,Elbrus
"Mount McKinley, renamed Denali, is the highest peak in Alaska.",O O O B-MOUNTAIN O O O O O O,Denali
Vinson is the highest peak in Antarctica and lies in the Sentinel Range.,B-MOUNTAIN O O O O O O O O O O O O,Vinson
The Andes Mountain Range stretches for thousands of miles through South America. || Andes Mountains,O B-MOUNTAIN O O O O O O O O O O O O O,Andes
The Grand Teton is a well-known mountain range in Wyoming's Rocky Mountains. || Grand Teton (Rocky Mountains),O O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O,Rocky Mountains
"Ascension, located on Mauna Loa, is the highest point in Hawaii.",B-MOUNTAIN O O O O O O O O O O,Ascension
"The Matterhorn, a well-known peak with a distinctive silhouette, resides in Switzerland.",O B-MOUNTAIN O O O O O O O O O O,Matterhorn
Aoraki/Mount Cook is New Zealand's highest mountain and a significant landmark.,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Aoraki/Mount Cook
"Fuji, Japan's tallest mountain, is an active stratovolcano.",B-MOUNTAIN O O O O O O O,Fuji
"Mount Elbrus, located in Russia, is Europe's tallest mountain.",B-MOUNTAIN I-MOUNTAIN O O O O O O O,Mount Elbrus
The Andes Mountain stretches along western South America for thousands of miles.,O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Andes Mountain
"Olympus, the highest mountain in Greece, is associated with Greek mythology.",B-MOUNTAIN O O O O O O O O O O,Olympus
Mount Vinson is the highest point on Antarctica's continent.,B-MOUNTAIN I-MOUNTAIN O O O O O O O,Mount Vinson
The Caucasus Mountains are a major range extending between Europe and Asia.,O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Caucasus Mountains
The Uhuru Peak on Tanzania's Kilimanjaro is Africa's highest summit. || Uhuru Peak (Kilimanjaro),O O O O O B-MOUNTAIN O O O O O O O O,Kilimanjaro
"Mount McKinley, also known as Denali, was the highest peak in North America until 1899. || Mount McKinley (Denali)",O O O O O B-MOUNTAIN O O O O O O O O O O O O O,Denali
"The Matterhorn, known for its distinctive peak, is located in Switzerland.",O B-MOUNTAIN O O O O O O O O O,Matterhorn
Aoraki/Mount Cook is New Zealand's highest mountain.,B-MOUNTAIN I-MOUNTAIN O O O O O,Aoraki/Mount Cook
"Fuji, Japan's tallest mountain, is a popular destination for climbers.",B-MOUNTAIN O O O O O O O O O,Fuji
"The Andes, the world's longest mountain range, stretch along western South America.",O B-MOUNTAIN O O O O O O O O O O,Andes
"Elbrus, Europe's highest peak, is located in Russia.",B-MOUNTAIN O O O O O O O,Elbrus
Vinson is the highest peak on Antarctica and the southernmost of the Seven Summits.,B-MOUNTAIN O O O O O O O O O O O O O,Vinson
"Olympus, located in Greece, is the highest peak in Southeastern Europe.",B-MOUNTAIN O O O O O O O O O O,Olympus
"The Appalachian Mountains, running from Canada to Alabama, are older than the Rockies.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Appalachian Mountains
"Mount Kilimanjaro has three volcanic cones: Shira, Mawenzi, and Kibo. || Mount Kilimanjaro (for mentioning the specific peaks)",O B-MOUNTAIN O O O O O O O O O O O O O O O O,Kilimanjaro
"Aoraki/Mount Cook, New Zealand's highest peak, is a popular destination for climbers.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Aoraki/Mount Cook
"The Matterhorn, a famous Alpine peak, can be seen from Zermatt, Switzerland.",O B-MOUNTAIN O O O O O O O O O O,Matterhorn
Aoraki/Mount Cook is New Zealand's highest mountain and a popular destination for climbers.,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Aoraki/Mount Cook
"Mount Fuji, an active stratovolcano in Japan, is the country's highest peak.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Mount Fuji
"In South America, Mount Chimborazo is the highest point on Earth when measured from the center of the Earth.",O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O,Mount Chimborazo
"The Rockies offer numerous beautiful mountain ranges, with Elbert being the highest.",O O O O O O O O B-MOUNTAIN O O O,Elbert
"Mount Vesuvius, a stratovolcano near Naples, Italy, is famous for its eruption that destroyed Pompeii.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Mount Vesuvius
"Ararat, a historic mountain in Turkey, is believed to be the resting place of Noah's Ark according to biblical tradition.",B-MOUNTAIN O O O O O O O O O O O O O O O O O O O,Ararat
"Whitney, located in California, is the highest summit in the contiguous United States.",B-MOUNTAIN O O O O O O O O O O O O,Whitney
"The Andes, the world's longest mountain range, span seven countries in South America.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,The Andes
"Olympus, a mythological home of the Greek gods, is also known as the highest mountain in Greece.",B-MOUNTAIN O O O O O O O O O O O O O O O O,Olympus
"The Matterhorn, with its unique shape, is one of the most iconic mountains in Switzerland.",O B-MOUNTAIN O O O O O O O O O O O O O,Matterhorn
Aoraki/Mount Cook is the highest mountain in New Zealand and a popular destination for climbers.,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Aoraki/Mount Cook
"Fuji, Japan's tallest mountain, is an active stratovolcano and a significant symbol of the country.",B-MOUNTAIN O O O O O O O O O O O O O O,Fuji
"Elbrus, Europe's highest peak, straddles both Georgia and Russia.",B-MOUNTAIN O O O O O O O O,Elbrus
Kenya is the highest mountain in Kenya and Africa's second-highest peak after Kilimanjaro.,B-MOUNTAIN O O O O O O O O O O O O,Kenya
"Whitney, located in California, is the highest summit in the Lower 48 states of the U.S.",B-MOUNTAIN O O O O O O O O O O O O O O O,Whitney
"The Andes, the world's longest mountain range, stretch across South America.",O B-MOUNTAIN O O O O O O O O O,Andes
"Olympus, known as ""Olympos"" in Greek mythology, is the highest peak in Greece.",B-MOUNTAIN O O O O O O O O O O O O,Olympus
"Mount Vesuvius, the famous volcano near Naples, Italy, erupted most recently in 1944.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Mount Vesuvius
"Mount Ararat, located in Turkey, is traditionally believed to be the resting place of Noah's Ark.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O,Mount Ararat
"The majestic Aconcagua, standing tall at over 22,834 feet, is located in Argentina.",O O B-MOUNTAIN O O O O O O O O O O,Aconcagua
"The Matterhorn, a peak with a distinctive pyramid shape, is shared by Italy and Switzerland.",O B-MOUNTAIN O O O O O O O O O O O O O,Matterhorn
"Mount Fuji, Japan's highest mountain, is an active stratovolcano.",B-MOUNTAIN I-MOUNTAIN O O O O O O O,Mount Fuji
"Mount McKinley, more commonly known as Denali, is the highest mountain peak in North America. (Repeated for clarity)",O O O O O O B-MOUNTAIN O O O O O O O O O O O,Denali
"The breathtaking Elbrus, Europe's tallest mountain, is located in Russia.",O O B-MOUNTAIN O O O O O O O,Elbrus
"Mount Vinson, the lowest of the Seven Summits, can be found in Antarctica.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Mount Vinson
"The highest mountain peak in Africa, Kilimanjaro, is a dormant volcano in Tanzania. (Repeated for clarity)",O O O O O O B-MOUNTAIN O O O O O O O O O,Kilimanjaro
"Kosciuszko, Australia's highest mountain, is part of the Snowy Mountains.",B-MOUNTAIN O O O O O O O O O,Kosciuszko
"Olympus, located in Greece, was believed to be home of the ancient Greek gods.",B-MOUNTAIN O O O O O O O O O O O O O,Olympus
"The Andes Mountains, one of the world's longest mountain ranges, stretch along the western coast of South America.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O,Andes Mountains
"The Matterhorn, a famous peak with a distinctive pyramid shape, is located in Switzerland.",O B-MOUNTAIN O O O O O O O O O O O O,Matterhorn
"Aconcagua, the highest mountain outside Asia, is found in Argentina.",B-MOUNTAIN O O O O O O O O O,Aconcagua
"Mount Fuji, Japan's tallest mountain and an active volcano, is also a popular tourist destination.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Mount Fuji
Vinson is the highest peak in Antarctica and is located near the South Pole.,B-MOUNTAIN O O O O O O O O O O O O O,Vinson
"The Andes, the longest continental mountain range in the world, extend for thousands of miles along the western coast of South America.",O B-MOUNTAIN O O O O O O O O O O O O O O O O O O O O,Andes
"Elbrus, located in Russia, is Europe's tallest mountain and a popular destination for climbers.",B-MOUNTAIN O O O O O O O O O O O O O,Elbrus
"The highest peak in Greenland is Gunnbjørn Fjeld, which lies near the Arctic Circle.",O O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O,Gunnbjørn Fjeld
The tallest mountain in Africa is Kilimanjaro's Uhuru Peak. || Uhuru Peak (Mount Kilimanjaro),O O O O O O B-MOUNTAIN O O O O O O O,Kilimanjaro
"Mount McKinley, also known as Denali, is the highest mountain in North America. (This is a repeat for example 5, but with the common name added) || Mount McKinley (Denali)",O O O O O B-MOUNTAIN O O O O O O O O O O O O O O O O O O O O O O O O,Denali
"Aoraki/Mount Cook, located in New Zealand, is the highest peak of the Southern Alps.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Aoraki/Mount Cook
"The Matterhorn, standing tall in the Swiss Alps, is one of the most famous mountains in Europe.",O B-MOUNTAIN O O O O O O O O O O O O O O O,Matterhorn
"Fuji, Japan's highest mountain, is an active stratovolcano.",B-MOUNTAIN O O O O O O O,Fuji
"Aconcagua, located in Argentina, is the highest peak in South America.",B-MOUNTAIN O O O O O O O O O O,Aconcagua
"In New Zealand, Cook is the country's highest mountain.",O O O B-MOUNTAIN O O O O O,Cook
"Elbrus, straddling the border between Russia and Georgia, is Europe's tallest peak.",B-MOUNTAIN O O O O O O O O O O O,Elbrus
"The highest mountain in Africa, Kilimanjaro Uhuru Peak, is also a popular destination for climbers.",O O O O O B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O,Kilimanjaro Uhuru Peak
"Mount Kosciuszko, located within the Snowy Mountains of Australia, is the country's highest peak.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Mount Kosciuszko
Mount Vinson is the highest mountain on the continent of Antarctica.,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Mount Vinson
The Carstensz Pyramid in Indonesia is known as Oceania's highest peak.,O B-MOUNTAIN I-MOUNTAIN O O O O O O O O,Carstensz Pyramid
"Mount McKinley, often referred to as Denali, is the highest point in North America. || Mount McKinley (Denali)",O O O O O O B-MOUNTAIN O O O O O O O O O O O,Denali
"The Matterhorn, a famous peak with a distinctive triangular summit, is located in Switzerland.",O B-MOUNTAIN O O O O O O O O O O O O,Matterhorn
"Aconcagua, the highest peak in South America, towers above the Andes.",B-MOUNTAIN O O O O O O O O O O,Aconcagua
"Mount Fuji, an active stratovolcano in Japan, is known for its perfect cone shape.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O,Mount Fuji
"Mount Elbrus, Europe's tallest mountain, lies on the border of Russia and Georgia.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Mount Elbrus
"Mount Olympus, a mythological home of the gods in Greek mythology, is also the highest peak in Greece.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O,Mount Olympus
"Mount Vesuvius, a stratovolcano near Naples, Italy, famously erupted and buried Pompeii.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Mount Vesuvius
"Whitney, located in California's Sierra Nevada range, is the highest peak in the Lower 48 states.",B-MOUNTAIN O O O O O O O O O O O O O O O,Whitney
"Mount Kosciuszko, the highest peak in Australia, is located within the Snowy Mountains.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O,Mount Kosciuszko
"Mount McKinley, commonly known as Denali, was renamed to honor an Alaska Native leader. || Denali (formerly Mount McKinley)",O O O O O B-MOUNTAIN O O O O O O O O O O O O O,Denali
"Mount Kilimanjaro, a dormant volcano in Tanzania, offers hikers one of Africa's most popular treks. || Mount Kilimanjaro (repetition for variety)",O B-MOUNTAIN O O O O O O O O O O O O O O O O O O O,Kilimanjaro
"The Matterhorn, a famous mountain with a distinct peak, is located in Switzerland.",O B-MOUNTAIN O O O O O O O O O O O,Matterhorn
"Aoraki/Mount Cook, New Zealand's highest mountain, is a popular destination for climbers.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Aoraki/Mount Cook
"Mount Fuji, an active stratovolcano, is Japan's tallest mountain.",B-MOUNTAIN I-MOUNTAIN O O O O O O O,Mount Fuji
"The Ural Mountains, an extensive range separating Europe and Asia, span several countries.",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O,Ural Mountains
"Rushmore, famous for its presidential sculptures, is located in South Dakota, USA.",B-MOUNTAIN O O O O O O O O O O O,Rushmore
"Mount Elbrus, Europe's highest mountain, is a dormant volcano in Russia.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O,Mount Elbrus
"Mount Vesuvius, known for its eruption that destroyed Pompeii, is an active volcano in Italy.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O,Mount Vesuvius
"Olympus, the mythical home of the Greek gods, is located in Greece.",B-MOUNTAIN O O O O O O O O O O O,Olympus
"The Andes, the world's longest mountain range, stretch along western South America.",O B-MOUNTAIN O O O O O O O O O O,Andes
